x,u
-4.342,18.6453
-4.34,18.6284
-4.338,18.6114
-4.336,18.5945
-4.334,18.5776
-4.332,18.5607
-4.33,18.5437
-4.328,18.5268
-4.326,18.5099
-4.324,18.493
-4.322,18.4762
-4.32,18.4593
-4.318,18.4424
-4.316,18.4255
-4.314,18.4087
-4.312,18.3918
-4.31,18.375
-4.308,18.3582
-4.306,18.3413
-4.304,18.3245
-4.302,18.3077
-4.3,18.2909
-4.298,18.2741
-4.296,18.2573
-4.294,18.2405
-4.292,18.2238
-4.29,18.207
-4.288,18.1902
-4.286,18.1735
-4.284,18.1567
-4.282,18.14
-4.28,18.1232
-4.278,18.1065
-4.276,18.0898
-4.274,18.0731
-4.272,18.0564
-4.27,18.0397
-4.268,18.023
-4.266,18.0063
-4.264,17.9896
-4.262,17.973
-4.26,17.9563
-4.258,17.9397
-4.256,17.923
-4.254,17.9064
-4.252,17.8897
-4.25,17.8731
-4.248,17.8565
-4.246,17.8399
-4.244,17.8233
-4.242,17.8067
-4.24,17.7901
-4.238,17.7735
-4.236,17.7569
-4.234,17.7404
-4.232,17.7238
-4.23,17.7073
-4.228,17.6907
-4.226,17.6742
-4.224,17.6576
-4.222,17.6411
-4.22,17.6246
-4.218,17.6081
-4.216,17.5916
-4.214,17.5751
-4.212,17.5586
-4.21,17.5421
-4.208,17.5257
-4.206,17.5092
-4.204,17.4927
-4.202,17.4763
-4.2,17.4598
-4.198,17.4434
-4.196,17.427
-4.194,17.4106
-4.192,17.3941
-4.19,17.3777
-4.188,17.3613
-4.186,17.3449
-4.184,17.3286
-4.182,17.3122
-4.18,17.2958
-4.178,17.2795
-4.176,17.2631
-4.174,17.2467
-4.172,17.2304
-4.17,17.2141
-4.168,17.1977
-4.166,17.1814
-4.164,17.1651
-4.162,17.1488
-4.16,17.1325
-4.158,17.1162
-4.156,17.0999
-4.154,17.0837
-4.152,17.0674
-4.15,17.0511
-4.148,17.0349
-4.146,17.0186
-4.144,17.0024
-4.142,16.9862
-4.14,16.9699
-4.138,16.9537
-4.136,16.9375
-4.134,16.9213
-4.132,16.9051
-4.13,16.8889
-4.128,16.8727
-4.126,16.8566
-4.124,16.8404
-4.122,16.8242
-4.12,16.8081
-4.118,16.792
-4.116,16.7758
-4.114,16.7597
-4.112,16.7436
-4.11,16.7275
-4.108,16.7113
-4.106,16.6952
-4.104,16.6792
-4.102,16.6631
-4.1,16.647
-4.098,16.6309
-4.096,16.6149
-4.094,16.5988
-4.092,16.5828
-4.09,16.5667
-4.088,16.5507
-4.086,16.5347
-4.084,16.5186
-4.082,16.5026
-4.08,16.4866
-4.078,16.4706
-4.076,16.4546
-4.074,16.4386
-4.072,16.4227
-4.07,16.4067
-4.068,16.3907
-4.066,16.3748
-4.064,16.3588
-4.062,16.3429
-4.06,16.327
-4.058,16.3111
-4.056,16.2951
-4.054,16.2792
-4.052,16.2633
-4.05,16.2474
-4.048,16.2316
-4.046,16.2157
-4.044,16.1998
-4.042,16.1839
-4.04,16.1681
-4.038,16.1522
-4.036,16.1364
-4.034,16.1206
-4.032,16.1047
-4.03,16.0889
-4.028,16.0731
-4.026,16.0573
-4.024,16.0415
-4.022,16.0257
-4.02,16.0099
-4.018,15.9941
-4.016,15.9784
-4.014,15.9626
-4.012,15.9469
-4.01,15.9311
-4.008,15.9154
-4.006,15.8996
-4.004,15.8839
-4.002,15.8682
-4,15.8525
-3.998,15.8368
-3.996,15.8211
-3.994,15.8054
-3.992,15.7897
-3.99,15.7741
-3.988,15.7584
-3.986,15.7427
-3.984,15.7271
-3.982,15.7115
-3.98,15.6958
-3.978,15.6802
-3.976,15.6646
-3.974,15.649
-3.972,15.6334
-3.97,15.6178
-3.968,15.6022
-3.966,15.5866
-3.964,15.571
-3.962,15.5554
-3.96,15.5399
-3.958,15.5243
-3.956,15.5088
-3.954,15.4932
-3.952,15.4777
-3.95,15.4622
-3.948,15.4467
-3.946,15.4312
-3.944,15.4157
-3.942,15.4002
-3.94,15.3847
-3.938,15.3692
-3.936,15.3537
-3.934,15.3383
-3.932,15.3228
-3.93,15.3074
-3.928,15.2919
-3.926,15.2765
-3.924,15.2611
-3.922,15.2456
-3.92,15.2302
-3.918,15.2148
-3.916,15.1994
-3.914,15.184
-3.912,15.1687
-3.91,15.1533
-3.908,15.1379
-3.906,15.1226
-3.904,15.1072
-3.902,15.0919
-3.9,15.0765
-3.898,15.0612
-3.896,15.0459
-3.894,15.0306
-3.892,15.0153
-3.89,15
-3.888,14.9847
-3.886,14.9694
-3.884,14.9541
-3.882,14.9388
-3.88,14.9236
-3.878,14.9083
-3.876,14.8931
-3.874,14.8778
-3.872,14.8626
-3.87,14.8474
-3.868,14.8322
-3.866,14.8169
-3.864,14.8017
-3.862,14.7866
-3.86,14.7714
-3.858,14.7562
-3.856,14.741
-3.854,14.7258
-3.852,14.7107
-3.85,14.6955
-3.848,14.6804
-3.846,14.6653
-3.844,14.6501
-3.842,14.635
-3.84,14.6199
-3.838,14.6048
-3.836,14.5897
-3.834,14.5746
-3.832,14.5595
-3.83,14.5445
-3.828,14.5294
-3.826,14.5143
-3.824,14.4993
-3.822,14.4842
-3.82,14.4692
-3.818,14.4542
-3.816,14.4391
-3.814,14.4241
-3.812,14.4091
-3.81,14.3941
-3.808,14.3791
-3.806,14.3641
-3.804,14.3492
-3.802,14.3342
-3.8,14.3192
-3.798,14.3043
-3.796,14.2893
-3.794,14.2744
-3.792,14.2595
-3.79,14.2445
-3.788,14.2296
-3.786,14.2147
-3.784,14.1998
-3.782,14.1849
-3.78,14.17
-3.778,14.1551
-3.776,14.1403
-3.774,14.1254
-3.772,14.1105
-3.77,14.0957
-3.768,14.0809
-3.766,14.066
-3.764,14.0512
-3.762,14.0364
-3.76,14.0216
-3.758,14.0068
-3.756,13.992
-3.754,13.9772
-3.752,13.9624
-3.75,13.9476
-3.748,13.9329
-3.746,13.9181
-3.744,13.9033
-3.742,13.8886
-3.74,13.8739
-3.738,13.8591
-3.736,13.8444
-3.734,13.8297
-3.732,13.815
-3.73,13.8003
-3.728,13.7856
-3.726,13.7709
-3.724,13.7562
-3.722,13.7416
-3.72,13.7269
-3.718,13.7123
-3.716,13.6976
-3.714,13.683
-3.712,13.6683
-3.71,13.6537
-3.708,13.6391
-3.706,13.6245
-3.704,13.6099
-3.702,13.5953
-3.7,13.5807
-3.698,13.5661
-3.696,13.5516
-3.694,13.537
-3.692,13.5225
-3.69,13.5079
-3.688,13.4934
-3.686,13.4788
-3.684,13.4643
-3.682,13.4498
-3.68,13.4353
-3.678,13.4208
-3.676,13.4063
-3.674,13.3918
-3.672,13.3773
-3.67,13.3628
-3.668,13.3484
-3.666,13.3339
-3.664,13.3195
-3.662,13.305
-3.66,13.2906
-3.658,13.2762
-3.656,13.2618
-3.654,13.2473
-3.652,13.2329
-3.65,13.2185
-3.648,13.2042
-3.646,13.1898
-3.644,13.1754
-3.642,13.161
-3.64,13.1467
-3.638,13.1323
-3.636,13.118
-3.634,13.1037
-3.632,13.0893
-3.63,13.075
-3.628,13.0607
-3.626,13.0464
-3.624,13.0321
-3.622,13.0178
-3.62,13.0035
-3.618,12.9892
-3.616,12.975
-3.614,12.9607
-3.612,12.9465
-3.61,12.9322
-3.608,12.918
-3.606,12.9038
-3.604,12.8895
-3.602,12.8753
-3.6,12.8611
-3.598,12.8469
-3.596,12.8327
-3.594,12.8185
-3.592,12.8044
-3.59,12.7902
-3.588,12.776
-3.586,12.7619
-3.584,12.7477
-3.582,12.7336
-3.58,12.7195
-3.578,12.7053
-3.576,12.6912
-3.574,12.6771
-3.572,12.663
-3.57,12.6489
-3.568,12.6349
-3.566,12.6208
-3.564,12.6067
-3.562,12.5926
-3.56,12.5786
-3.558,12.5645
-3.556,12.5505
-3.554,12.5365
-3.552,12.5224
-3.55,12.5084
-3.548,12.4944
-3.546,12.4804
-3.544,12.4664
-3.542,12.4524
-3.54,12.4385
-3.538,12.4245
-3.536,12.4105
-3.534,12.3966
-3.532,12.3826
-3.53,12.3687
-3.528,12.3548
-3.526,12.3408
-3.524,12.3269
-3.522,12.313
-3.52,12.2991
-3.518,12.2852
-3.516,12.2713
-3.514,12.2575
-3.512,12.2436
-3.51,12.2297
-3.508,12.2159
-3.506,12.202
-3.504,12.1882
-3.502,12.1743
-3.5,12.1605
-3.498,12.1467
-3.496,12.1329
-3.494,12.1191
-3.492,12.1053
-3.49,12.0915
-3.488,12.0777
-3.486,12.064
-3.484,12.0502
-3.482,12.0364
-3.48,12.0227
-3.478,12.0089
-3.476,11.9952
-3.474,11.9815
-3.472,11.9678
-3.47,11.9541
-3.468,11.9404
-3.466,11.9267
-3.464,11.913
-3.462,11.8993
-3.46,11.8856
-3.458,11.872
-3.456,11.8583
-3.454,11.8447
-3.452,11.831
-3.45,11.8174
-3.448,11.8038
-3.446,11.7901
-3.444,11.7765
-3.442,11.7629
-3.44,11.7493
-3.438,11.7357
-3.436,11.7222
-3.434,11.7086
-3.432,11.695
-3.43,11.6815
-3.428,11.6679
-3.426,11.6544
-3.424,11.6408
-3.422,11.6273
-3.42,11.6138
-3.418,11.6003
-3.416,11.5868
-3.414,11.5733
-3.412,11.5598
-3.41,11.5463
-3.408,11.5328
-3.406,11.5194
-3.404,11.5059
-3.402,11.4925
-3.4,11.479
-3.398,11.4656
-3.396,11.4522
-3.394,11.4387
-3.392,11.4253
-3.39,11.4119
-3.388,11.3985
-3.386,11.3852
-3.384,11.3718
-3.382,11.3584
-3.38,11.345
-3.378,11.3317
-3.376,11.3183
-3.374,11.305
-3.372,11.2916
-3.37,11.2783
-3.368,11.265
-3.366,11.2517
-3.364,11.2384
-3.362,11.2251
-3.36,11.2118
-3.358,11.1985
-3.356,11.1852
-3.354,11.172
-3.352,11.1587
-3.35,11.1455
-3.348,11.1322
-3.346,11.119
-3.344,11.1058
-3.342,11.0926
-3.34,11.0793
-3.338,11.0661
-3.336,11.0529
-3.334,11.0398
-3.332,11.0266
-3.33,11.0134
-3.328,11.0002
-3.326,10.9871
-3.324,10.9739
-3.322,10.9608
-3.32,10.9477
-3.318,10.9345
-3.316,10.9214
-3.314,10.9083
-3.312,10.8952
-3.31,10.8821
-3.308,10.869
-3.306,10.8559
-3.304,10.8429
-3.302,10.8298
-3.3,10.8167
-3.298,10.8037
-3.296,10.7906
-3.294,10.7776
-3.292,10.7646
-3.29,10.7516
-3.288,10.7385
-3.286,10.7255
-3.284,10.7125
-3.282,10.6996
-3.28,10.6866
-3.278,10.6736
-3.276,10.6606
-3.274,10.6477
-3.272,10.6347
-3.27,10.6218
-3.268,10.6089
-3.266,10.5959
-3.264,10.583
-3.262,10.5701
-3.26,10.5572
-3.258,10.5443
-3.256,10.5314
-3.254,10.5185
-3.252,10.5057
-3.25,10.4928
-3.248,10.4799
-3.246,10.4671
-3.244,10.4543
-3.242,10.4414
-3.24,10.4286
-3.238,10.4158
-3.236,10.403
-3.234,10.3902
-3.232,10.3774
-3.23,10.3646
-3.228,10.3518
-3.226,10.339
-3.224,10.3263
-3.222,10.3135
-3.22,10.3008
-3.218,10.288
-3.216,10.2753
-3.214,10.2626
-3.212,10.2498
-3.21,10.2371
-3.208,10.2244
-3.206,10.2117
-3.204,10.199
-3.202,10.1864
-3.2,10.1737
-3.198,10.161
-3.196,10.1484
-3.194,10.1357
-3.192,10.1231
-3.19,10.1105
-3.188,10.0978
-3.186,10.0852
-3.184,10.0726
-3.182,10.06
-3.18,10.0474
-3.178,10.0348
-3.176,10.0222
-3.174,10.0097
-3.172,9.99711
-3.17,9.98455
-3.168,9.97201
-3.166,9.95947
-3.164,9.94693
-3.162,9.93441
-3.16,9.92189
-3.158,9.90938
-3.156,9.89688
-3.154,9.88439
-3.152,9.8719
-3.15,9.85943
-3.148,9.84696
-3.146,9.83449
-3.144,9.82204
-3.142,9.80959
-3.14,9.79715
-3.138,9.78472
-3.136,9.7723
-3.134,9.75988
-3.132,9.74747
-3.13,9.73507
-3.128,9.72268
-3.126,9.7103
-3.124,9.69792
-3.122,9.68555
-3.12,9.67319
-3.118,9.66083
-3.116,9.64849
-3.114,9.63615
-3.112,9.62382
-3.11,9.6115
-3.108,9.59918
-3.106,9.58687
-3.104,9.57457
-3.102,9.56228
-3.1,9.55
-3.098,9.53772
-3.096,9.52545
-3.094,9.51319
-3.092,9.50094
-3.09,9.48869
-3.088,9.47646
-3.086,9.46423
-3.084,9.45201
-3.082,9.43979
-3.08,9.42758
-3.078,9.41539
-3.076,9.40319
-3.074,9.39101
-3.072,9.37884
-3.07,9.36667
-3.068,9.35451
-3.066,9.34236
-3.064,9.33021
-3.062,9.31808
-3.06,9.30595
-3.058,9.29383
-3.056,9.28171
-3.054,9.26961
-3.052,9.25751
-3.05,9.24542
-3.048,9.23334
-3.046,9.22126
-3.044,9.2092
-3.042,9.19714
-3.04,9.18509
-3.038,9.17304
-3.036,9.16101
-3.034,9.14898
-3.032,9.13696
-3.03,9.12495
-3.028,9.11294
-3.026,9.10095
-3.024,9.08896
-3.022,9.07698
-3.02,9.065
-3.018,9.05304
-3.016,9.04108
-3.014,9.02913
-3.012,9.01719
-3.01,9.00526
-3.008,8.99333
-3.006,8.98141
-3.004,8.9695
-3.002,8.9576
-3,8.9457
-2.998,8.93381
-2.996,8.92193
-2.994,8.91006
-2.992,8.8982
-2.99,8.88634
-2.988,8.87449
-2.986,8.86265
-2.984,8.85082
-2.982,8.83899
-2.98,8.82717
-2.978,8.81536
-2.976,8.80356
-2.974,8.79177
-2.972,8.77998
-2.97,8.7682
-2.968,8.75643
-2.966,8.74467
-2.964,8.73291
-2.962,8.72117
-2.96,8.70943
-2.958,8.69769
-2.956,8.68597
-2.954,8.67425
-2.952,8.66254
-2.95,8.65084
-2.948,8.63915
-2.946,8.62747
-2.944,8.61579
-2.942,8.60412
-2.94,8.59246
-2.938,8.5808
-2.936,8.56916
-2.934,8.55752
-2.932,8.54589
-2.93,8.53427
-2.928,8.52265
-2.926,8.51104
-2.924,8.49944
-2.922,8.48785
-2.92,8.47627
-2.918,8.46469
-2.916,8.45312
-2.914,8.44156
-2.912,8.43001
-2.91,8.41847
-2.908,8.40693
-2.906,8.3954
-2.904,8.38388
-2.902,8.37236
-2.9,8.36086
-2.898,8.34936
-2.896,8.33787
-2.894,8.32639
-2.892,8.31491
-2.89,8.30345
-2.888,8.29199
-2.886,8.28054
-2.884,8.26909
-2.882,8.25766
-2.88,8.24623
-2.878,8.23481
-2.876,8.2234
-2.874,8.21199
-2.872,8.2006
-2.87,8.18921
-2.868,8.17783
-2.866,8.16645
-2.864,8.15509
-2.862,8.14373
-2.86,8.13238
-2.858,8.12104
-2.856,8.10971
-2.854,8.09838
-2.852,8.08706
-2.85,8.07575
-2.848,8.06445
-2.846,8.05315
-2.844,8.04187
-2.842,8.03059
-2.84,8.01931
-2.838,8.00805
-2.836,7.9968
-2.834,7.98555
-2.832,7.97431
-2.83,7.96307
-2.828,7.95185
-2.826,7.94063
-2.824,7.92942
-2.822,7.91822
-2.82,7.90703
-2.818,7.89584
-2.816,7.88467
-2.814,7.8735
-2.812,7.86233
-2.81,7.85118
-2.808,7.84003
-2.806,7.82889
-2.804,7.81776
-2.802,7.80664
-2.8,7.79553
-2.798,7.78442
-2.796,7.77332
-2.794,7.76223
-2.792,7.75114
-2.79,7.74007
-2.788,7.729
-2.786,7.71794
-2.784,7.70689
-2.782,7.69584
-2.78,7.6848
-2.778,7.67378
-2.776,7.66275
-2.774,7.65174
-2.772,7.64073
-2.77,7.62974
-2.768,7.61875
-2.766,7.60776
-2.764,7.59679
-2.762,7.58582
-2.76,7.57487
-2.758,7.56391
-2.756,7.55297
-2.754,7.54204
-2.752,7.53111
-2.75,7.52019
-2.748,7.50928
-2.746,7.49837
-2.744,7.48748
-2.742,7.47659
-2.74,7.46571
-2.738,7.45484
-2.736,7.44397
-2.734,7.43312
-2.732,7.42227
-2.73,7.41143
-2.728,7.40059
-2.726,7.38977
-2.724,7.37895
-2.722,7.36814
-2.72,7.35734
-2.718,7.34654
-2.716,7.33576
-2.714,7.32498
-2.712,7.31421
-2.71,7.30344
-2.708,7.29269
-2.706,7.28194
-2.704,7.2712
-2.702,7.26047
-2.7,7.24975
-2.698,7.23903
-2.696,7.22832
-2.694,7.21762
-2.692,7.20693
-2.69,7.19625
-2.688,7.18557
-2.686,7.1749
-2.684,7.16424
-2.682,7.15359
-2.68,7.14294
-2.678,7.1323
-2.676,7.12168
-2.674,7.11105
-2.672,7.10044
-2.67,7.08983
-2.668,7.07924
-2.666,7.06865
-2.664,7.05806
-2.662,7.04749
-2.66,7.03692
-2.658,7.02636
-2.656,7.01581
-2.654,7.00527
-2.652,6.99473
-2.65,6.9842
-2.648,6.97369
-2.646,6.96317
-2.644,6.95267
-2.642,6.94217
-2.64,6.93168
-2.638,6.9212
-2.636,6.91073
-2.634,6.90027
-2.632,6.88981
-2.63,6.87936
-2.628,6.86892
-2.626,6.85849
-2.624,6.84806
-2.622,6.83764
-2.62,6.82723
-2.618,6.81683
-2.616,6.80644
-2.614,6.79605
-2.612,6.78567
-2.61,6.7753
-2.608,6.76494
-2.606,6.75458
-2.604,6.74424
-2.602,6.7339
-2.6,6.72357
-2.598,6.71324
-2.596,6.70293
-2.594,6.69262
-2.592,6.68232
-2.59,6.67203
-2.588,6.66174
-2.586,6.65147
-2.584,6.6412
-2.582,6.63094
-2.58,6.62069
-2.578,6.61044
-2.576,6.6002
-2.574,6.58997
-2.572,6.57975
-2.57,6.56954
-2.568,6.55933
-2.566,6.54914
-2.564,6.53895
-2.562,6.52876
-2.56,6.51859
-2.558,6.50842
-2.556,6.49827
-2.554,6.48811
-2.552,6.47797
-2.55,6.46784
-2.548,6.45771
-2.546,6.44759
-2.544,6.43748
-2.542,6.42738
-2.54,6.41728
-2.538,6.40719
-2.536,6.39711
-2.534,6.38704
-2.532,6.37698
-2.53,6.36692
-2.528,6.35687
-2.526,6.34683
-2.524,6.3368
-2.522,6.32677
-2.52,6.31676
-2.518,6.30675
-2.516,6.29675
-2.514,6.28675
-2.512,6.27677
-2.51,6.26679
-2.508,6.25682
-2.506,6.24686
-2.504,6.23691
-2.502,6.22696
-2.5,6.21702
-2.498,6.20709
-2.496,6.19717
-2.494,6.18725
-2.492,6.17735
-2.49,6.16745
-2.488,6.15756
-2.486,6.14767
-2.484,6.1378
-2.482,6.12793
-2.48,6.11807
-2.478,6.10822
-2.476,6.09838
-2.474,6.08854
-2.472,6.07871
-2.47,6.06889
-2.468,6.05908
-2.466,6.04927
-2.464,6.03948
-2.462,6.02969
-2.46,6.01991
-2.458,6.01014
-2.456,6.00037
-2.454,5.99061
-2.452,5.98086
-2.45,5.97112
-2.448,5.96139
-2.446,5.95166
-2.444,5.94194
-2.442,5.93223
-2.44,5.92253
-2.438,5.91284
-2.436,5.90315
-2.434,5.89347
-2.432,5.8838
-2.43,5.87414
-2.428,5.86449
-2.426,5.85484
-2.424,5.8452
-2.422,5.83557
-2.42,5.82594
-2.418,5.81633
-2.416,5.80672
-2.414,5.79712
-2.412,5.78753
-2.41,5.77795
-2.408,5.76837
-2.406,5.7588
-2.404,5.74924
-2.402,5.73969
-2.4,5.73014
-2.398,5.72061
-2.396,5.71108
-2.394,5.70156
-2.392,5.69205
-2.39,5.68254
-2.388,5.67304
-2.386,5.66355
-2.384,5.65407
-2.382,5.6446
-2.38,5.63513
-2.378,5.62568
-2.376,5.61623
-2.374,5.60678
-2.372,5.59735
-2.37,5.58792
-2.368,5.5785
-2.366,5.56909
-2.364,5.55969
-2.362,5.5503
-2.36,5.54091
-2.358,5.53153
-2.356,5.52216
-2.354,5.5128
-2.352,5.50344
-2.35,5.49409
-2.348,5.48475
-2.346,5.47542
-2.344,5.4661
-2.342,5.45678
-2.34,5.44747
-2.338,5.43817
-2.336,5.42888
-2.334,5.4196
-2.332,5.41032
-2.33,5.40105
-2.328,5.39179
-2.326,5.38254
-2.324,5.37329
-2.322,5.36406
-2.32,5.35483
-2.318,5.34561
-2.316,5.33639
-2.314,5.32719
-2.312,5.31799
-2.31,5.3088
-2.308,5.29962
-2.306,5.29044
-2.304,5.28128
-2.302,5.27212
-2.3,5.26297
-2.298,5.25383
-2.296,5.24469
-2.294,5.23557
-2.292,5.22645
-2.29,5.21734
-2.288,5.20823
-2.286,5.19914
-2.284,5.19005
-2.282,5.18097
-2.28,5.1719
-2.278,5.16284
-2.276,5.15378
-2.274,5.14474
-2.272,5.1357
-2.27,5.12666
-2.268,5.11764
-2.266,5.10862
-2.264,5.09962
-2.262,5.09062
-2.26,5.08162
-2.258,5.07264
-2.256,5.06366
-2.254,5.05469
-2.252,5.04573
-2.25,5.03678
-2.248,5.02783
-2.246,5.0189
-2.244,5.00997
-2.242,5.00105
-2.24,4.99213
-2.238,4.98323
-2.236,4.97433
-2.234,4.96544
-2.232,4.95656
-2.23,4.94769
-2.228,4.93882
-2.226,4.92996
-2.224,4.92111
-2.222,4.91227
-2.22,4.90343
-2.218,4.89461
-2.216,4.88579
-2.214,4.87698
-2.212,4.86818
-2.21,4.85938
-2.208,4.85059
-2.206,4.84182
-2.204,4.83304
-2.202,4.82428
-2.2,4.81553
-2.198,4.80678
-2.196,4.79804
-2.194,4.78931
-2.192,4.78058
-2.19,4.77187
-2.188,4.76316
-2.186,4.75446
-2.184,4.74577
-2.182,4.73708
-2.18,4.72841
-2.178,4.71974
-2.176,4.71108
-2.174,4.70242
-2.172,4.69378
-2.17,4.68514
-2.168,4.67651
-2.166,4.66789
-2.164,4.65928
-2.162,4.65067
-2.16,4.64208
-2.158,4.63349
-2.156,4.62491
-2.154,4.61633
-2.152,4.60777
-2.15,4.59921
-2.148,4.59066
-2.146,4.58212
-2.144,4.57358
-2.142,4.56506
-2.14,4.55654
-2.138,4.54803
-2.136,4.53953
-2.134,4.53103
-2.132,4.52255
-2.13,4.51407
-2.128,4.5056
-2.126,4.49713
-2.124,4.48868
-2.122,4.48023
-2.12,4.47179
-2.118,4.46336
-2.116,4.45494
-2.114,4.44652
-2.112,4.43811
-2.11,4.42971
-2.108,4.42132
-2.106,4.41294
-2.104,4.40456
-2.102,4.3962
-2.1,4.38784
-2.098,4.37948
-2.096,4.37114
-2.094,4.3628
-2.092,4.35447
-2.09,4.34615
-2.088,4.33784
-2.086,4.32954
-2.084,4.32124
-2.082,4.31295
-2.08,4.30467
-2.078,4.2964
-2.076,4.28813
-2.074,4.27987
-2.072,4.27163
-2.07,4.26338
-2.068,4.25515
-2.066,4.24692
-2.064,4.23871
-2.062,4.2305
-2.06,4.2223
-2.058,4.2141
-2.056,4.20592
-2.054,4.19774
-2.052,4.18957
-2.05,4.18141
-2.048,4.17325
-2.046,4.1651
-2.044,4.15697
-2.042,4.14884
-2.04,4.14071
-2.038,4.1326
-2.036,4.12449
-2.034,4.11639
-2.032,4.1083
-2.03,4.10022
-2.028,4.09214
-2.026,4.08408
-2.024,4.07602
-2.022,4.06797
-2.02,4.05992
-2.018,4.05189
-2.016,4.04386
-2.014,4.03584
-2.012,4.02783
-2.01,4.01982
-2.008,4.01183
-2.006,4.00384
-2.004,3.99586
-2.002,3.98789
-2,3.97992
-1.998,3.97197
-1.996,3.96402
-1.994,3.95608
-1.992,3.94815
-1.99,3.94022
-1.988,3.9323
-1.986,3.9244
-1.984,3.91649
-1.982,3.9086
-1.98,3.90072
-1.978,3.89284
-1.976,3.88497
-1.974,3.87711
-1.972,3.86926
-1.97,3.86141
-1.968,3.85357
-1.966,3.84574
-1.964,3.83792
-1.962,3.83011
-1.96,3.8223
-1.958,3.8145
-1.956,3.80671
-1.954,3.79893
-1.952,3.79116
-1.95,3.78339
-1.948,3.77563
-1.946,3.76788
-1.944,3.76014
-1.942,3.75241
-1.94,3.74468
-1.938,3.73696
-1.936,3.72925
-1.934,3.72155
-1.932,3.71385
-1.93,3.70616
-1.928,3.69849
-1.926,3.69081
-1.924,3.68315
-1.922,3.6755
-1.92,3.66785
-1.918,3.66021
-1.916,3.65258
-1.914,3.64495
-1.912,3.63734
-1.91,3.62973
-1.908,3.62213
-1.906,3.61454
-1.904,3.60695
-1.902,3.59938
-1.9,3.59181
-1.898,3.58425
-1.896,3.5767
-1.894,3.56915
-1.892,3.56162
-1.89,3.55409
-1.888,3.54657
-1.886,3.53906
-1.884,3.53155
-1.882,3.52405
-1.88,3.51657
-1.878,3.50908
-1.876,3.50161
-1.874,3.49415
-1.872,3.48669
-1.87,3.47924
-1.868,3.4718
-1.866,3.46437
-1.864,3.45694
-1.862,3.44952
-1.86,3.44211
-1.858,3.43471
-1.856,3.42732
-1.854,3.41993
-1.852,3.41255
-1.85,3.40518
-1.848,3.39782
-1.846,3.39047
-1.844,3.38312
-1.842,3.37578
-1.84,3.36845
-1.838,3.36113
-1.836,3.35382
-1.834,3.34651
-1.832,3.33921
-1.83,3.33192
-1.828,3.32464
-1.826,3.31736
-1.824,3.3101
-1.822,3.30284
-1.82,3.29559
-1.818,3.28835
-1.816,3.28111
-1.814,3.27388
-1.812,3.26666
-1.81,3.25945
-1.808,3.25225
-1.806,3.24505
-1.804,3.23787
-1.802,3.23069
-1.8,3.22352
-1.798,3.21635
-1.796,3.2092
-1.794,3.20205
-1.792,3.19491
-1.79,3.18778
-1.788,3.18065
-1.786,3.17354
-1.784,3.16643
-1.782,3.15933
-1.78,3.15224
-1.778,3.14515
-1.776,3.13808
-1.774,3.13101
-1.772,3.12395
-1.77,3.11689
-1.768,3.10985
-1.766,3.10281
-1.764,3.09578
-1.762,3.08876
-1.76,3.08175
-1.758,3.07475
-1.756,3.06775
-1.754,3.06076
-1.752,3.05378
-1.75,3.04681
-1.748,3.03984
-1.746,3.03288
-1.744,3.02593
-1.742,3.01899
-1.74,3.01206
-1.738,3.00513
-1.736,2.99822
-1.734,2.99131
-1.732,2.9844
-1.73,2.97751
-1.728,2.97062
-1.726,2.96375
-1.724,2.95688
-1.722,2.95001
-1.72,2.94316
-1.718,2.93631
-1.716,2.92948
-1.714,2.92265
-1.712,2.91582
-1.71,2.90901
-1.708,2.9022
-1.706,2.8954
-1.704,2.88861
-1.702,2.88183
-1.7,2.87506
-1.698,2.86829
-1.696,2.86153
-1.694,2.85478
-1.692,2.84804
-1.69,2.8413
-1.688,2.83457
-1.686,2.82786
-1.684,2.82114
-1.682,2.81444
-1.68,2.80775
-1.678,2.80106
-1.676,2.79438
-1.674,2.78771
-1.672,2.78104
-1.67,2.77439
-1.668,2.76774
-1.666,2.7611
-1.664,2.75447
-1.662,2.74784
-1.66,2.74123
-1.658,2.73462
-1.656,2.72802
-1.654,2.72143
-1.652,2.71484
-1.65,2.70827
-1.648,2.7017
-1.646,2.69514
-1.644,2.68859
-1.642,2.68204
-1.64,2.67551
-1.638,2.66898
-1.636,2.66246
-1.634,2.65595
-1.632,2.64944
-1.63,2.64294
-1.628,2.63646
-1.626,2.62997
-1.624,2.6235
-1.622,2.61704
-1.62,2.61058
-1.618,2.60413
-1.616,2.59769
-1.614,2.59126
-1.612,2.58483
-1.61,2.57841
-1.608,2.572
-1.606,2.5656
-1.604,2.55921
-1.602,2.55282
-1.6,2.54645
-1.598,2.54008
-1.596,2.53371
-1.594,2.52736
-1.592,2.52102
-1.59,2.51468
-1.588,2.50835
-1.586,2.50203
-1.584,2.49571
-1.582,2.48941
-1.58,2.48311
-1.578,2.47682
-1.576,2.47054
-1.574,2.46426
-1.572,2.45799
-1.57,2.45174
-1.568,2.44549
-1.566,2.43924
-1.564,2.43301
-1.562,2.42678
-1.56,2.42056
-1.558,2.41435
-1.556,2.40815
-1.554,2.40196
-1.552,2.39577
-1.55,2.38959
-1.548,2.38342
-1.546,2.37726
-1.544,2.3711
-1.542,2.36495
-1.54,2.35881
-1.538,2.35268
-1.536,2.34656
-1.534,2.34044
-1.532,2.33434
